graph6,n,m,Delta,delta,tree,regular,gamma,gamma_set,gamma_t,gamma_t_set,independent_domination,independent_domination_set,connected_domination,connected_domination_set,roman_domination,roman_twos,roman_ones,paired_domination,paired_domination_set,paired_matching,alpha,alpha_set,tau,min_maximal_matching,mu_unmatched,mu_matching,ore_slack,tx_i_mu_slack
QsaCCA?_C??@_???o???@??C??G,18,17,12,1,1,0,4,70657,5,103425,4,75777,6,119809,6,65537,10240,6,105473,0-12;10-11;15-16,13,88062,5,3,150526,0-10;12-13;15-16,10,-1
QsaCCA?_C??@_???_?K????C??G,18,17,12,1,1,0,4,74753,6,111617,4,75777,6,111617,7,1,223232,6,111617,0-10;12-13;15-16,14,186366,4,3,39934,0-10;13-14;16-17,10,-1
QsaCCA?_C??@_???_?G?@??C??G,18,17,11,1,1,0,4,74753,5,103425,4,75777,7,128001,7,16385,198656,6,105473,0-12;10-11;15-16,13,88062,5,3,39934,0-10;13-14;16-17,10,-1
QsaCCA?_C??@?@_???G?@??C??G,18,17,11,1,1,0,4,75777,5,101377,4,83969,7,125953,7,32769,137216,6,101379,0-1;10-11;15-16,14,178174,4,3,149502,0-13;11-12;15-16,10,-1
QsaCCA?_C??@?@??o???@??C??G,18,17,11,1,1,0,3,69633,6,104451,3,69633,7,121857,6,69633,0,6,104451,0-1;11-12;15-16,13,88062,5,3,43006,0-14;11-12;16-17,12,0
QsaCCA?_C??@?@??_?G?@??C??G,18,17,10,1,1,0,4,74753,6,104451,4,75777,8,130049,7,36865,131072,6,104451,0-1;11-12;15-16,13,88062,5,3,150526,0-10;12-13;15-16,10,-1
QsaCCA?_??o??@_???K????C??G,18,17,12,1,1,0,5,76289,6,109057,5,87041,6,109057,7,1,218112,8,114177,0-13;9-10;11-12;15-16,13,175102,5,4,34302,0-9;11-12;13-14;16-17,8,-1
QsaCCA?_??o??@_???G?@??C??G,18,17,11,1,1,0,5,76289,5,100865,5,87041,7,125441,7,32769,136192,6,101889,0-11;9-10;15-16,13,175102,5,4,9726,0-9;11-12;14-15;16-17,8,-1
QsaCCA?_??o??@??o???@??C??G,18,17,11,1,1,0,4,70145,6,104961,4,70657,7,121345,7,65537,13312,6,104961,0-9;11-12;15-16,13,93182,5,3,151038,0-9;12-13;15-16,10,-1
QsaCCA?_??o??@??_?G?@??C??G,18,17,10,1,1,0,4,74241,6,104961,4,74753,8,129537,7,73729,1024,6,104961,0-9;11-12;15-16,13,175102,5,3,151038,0-9;12-13;15-16,10,-1
QsaCCA?_??_@_???_?K????C??G,18,17,11,1,1,0,4,74753,7,112129,4,74753,7,112129,8,1,224256,8,112131,0-1;9-10;12-13;15-16,14,187390,4,4,5118,0-15;10-11;13-14;16-17,10,0
QsaCCA?_??_@_???_?G?@??C??G,18,17,10,1,1,0,4,74753,6,103937,4,74753,8,128513,8,16385,199680,6,103937,0-12;9-10;15-16,13,89086,5,4,9214,0-12;10-11;14-15;16-17,10,0
QsaCCA?_??_@?@_???G?@??C??G,18,17,10,1,1,0,4,75777,6,101379,4,83969,8,126465,7,34817,131072,6,101379,0-1;10-11;15-16,13,175102,5,3,152574,0-13;10-11;15-16,10,-1
QsaCCA?_??_@?@??_?G?@??C??G,18,17,9,1,1,0,4,74753,6,104451,4,74753,9,130561,8,18433,196608,6,104451,0-1;11-12;15-16,13,175102,5,4,9726,0-9;11-12;14-15;16-17,10,0
QsaCCA??K??@_???o???@_????G,18,17,12,1,1,0,6,87297,6,87297,6,174593,6,87297,7,1,174592,10,130817,0-16;8-9;10-11;12-13;14-15,12,87550,6,5,766,0-8;10-11;12-13;14-15;16-17,6,-1
QsaCCA??K??@_???o???@??C??G,18,17,11,1,1,0,5,70913,6,103681,5,76289,7,120065,7,65537,10752,8,106241,0-12;8-9;10-11;15-16,12,87550,6,4,148222,0-8;10-11;12-13;15-16,8,-1
QsaCCA??K??@_???_?K????C??G,18,17,11,1,1,0,5,75009,7,111873,5,76289,7,111873,8,1,223744,8,112385,0-10;8-9;12-13;15-16,13,185854,5,4,37630,0-8;10-11;13-14;16-17,8,-1
QsaCCA??K??@_???_?G?@??C??G,18,17,10,1,1,0,5,75009,6,103681,5,76289,8,128257,8,16385,199168,8,106241,0-12;8-9;10-11;15-16,12,87550,6,4,37630,0-8;10-11;13-14;16-17,8,-1
QsaCCA??K??@?@_???G?@??C??G,18,17,10,1,1,0,5,76033,6,101633,5,84481,8,126209,8,32769,137728,6,101633,0-8;10-11;15-16,13,177662,5,4,9982,0-8;11-12;14-15;16-17,8,-1
QsaCCA??K??@?@??o???@??C??G,18,17,10,1,1,0,4,69889,6,104705,4,70145,8,122113,7,69633,512,6,104705,0-8;11-12;15-16,12,87550,6,3,157438,0-8;11-12;15-16,10,-1
QsaCCA??K??@?@??_?G?@??C??G,18,17,9,1,1,0,5,75009,6,104705,5,76289,9,130305,8,36865,131584,6,104705,0-8;11-12;15-16,12,87550,6,4,9982,0-8;11-12;14-15;16-17,8,-1
QsaCCA??G?o??@??o???@??C??G,18,17,10,1,1,0,4,70145,7,105217,4,70145,8,121601,8,65537,13824,8,105219,0-1;8-9;11-12;15-16,13,93694,5,4,35326,0-14;9-10;12-13;16-17,10,0
QsaCCA??G?o??@??_?G?@??C??G,18,17,9,1,1,0,4,74241,7,105217,4,74241,9,129793,8,73729,1536,8,105219,0-1;8-9;11-12;15-16,13,175614,5,4,37374,0-11;9-10;13-14;16-17,10,0
QsaCCA??G?_@_???_?G?@??C??G,18,17,9,1,1,0,4,74753,6,103937,4,74753,9,128769,8,17409,196608,6,103937,0-12;9-10;15-16,12,87550,6,4,10750,0-12;9-10;14-15;16-17,10,0
QsaCCA??G?_@?@_???G?@??C??G,18,17,9,1,1,0,5,76033,6,101379,5,84481,9,126721,8,33793,135168,6,101379,0-1;10-11;15-16,13,177662,5,4,13054,0-8;10-11;14-15;16-17,8,-1
QsaCCA??G?_@?@??_?G?@??C??G,18,17,8,1,1,0,4,74753,6,104705,4,74753,10,130817,8,74753,0,6,104705,0-8;11-12;15-16,12,87550,6,4,37630,0-8;10-11;13-14;16-17,10,0
QsaCC?@_??o??@_???K????C??G,18,17,11,1,1,0,6,76417,7,109185,6,87297,7,109185,8,1,218368,10,114561,0-13;7-8;9-10;11-12;15-16,12,174846,6,5,33150,0-7;9-10;11-12;13-14;16-17,6,-1
QsaCC?@_??o??@_???G?@??C??G,18,17,10,1,1,0,6,76417,6,100993,6,87297,8,125569,8,32769,136448,8,102273,0-11;7-8;9-10;15-16,12,174846,6,5,8574,0-7;9-10;11-12;14-15;16-17,6,-1
QsaCC?@_??o??@??o???@??C??G,18,17,10,1,1,0,5,70273,7,105089,5,70913,8,121473,8,65537,13568,8,105345,0-9;7-8;11-12;15-16,12,92926,6,4,149886,0-7;9-10;12-13;15-16,8,-1
QsaCC?@_??o??@??_?G?@??C??G,18,17,9,1,1,0,5,74369,7,105089,5,75009,9,129665,8,73729,1280,8,105345,0-9;7-8;11-12;15-16,12,174846,6,4,149886,0-7;9-10;12-13;15-16,8,-1
QsaCC?@_??_@_???_?K????C??G,18,17,10,1,1,0,5,74881,8,112257,5,75009,8,112257,9,1,224512,8,112257,0-7;9-10;12-13;15-16,13,187134,5,4,37758,0-7;10-11;13-14;16-17,8,-1
QsaCC?@_??_@_???_?G?@??C??G,18,17,9,1,1,0,5,74881,7,104065,5,75009,9,128641,9,16385,199936,8,104321,0-12;7-8;9-10;15-16,12,88830,6,4,37758,0-7;10-11;13-14;16-17,8,-1
QsaCC?@_??_@?@_???G?@??C??G,18,17,9,1,1,0,5,75905,6,101505,5,84225,9,126593,8,34817,131328,6,101505,0-7;10-11;15-16,12,174846,6,4,13182,0-7;10-11;14-15;16-17,8,-1
QsaCC?@_??_@?@??_?G?@??C??G,18,17,8,1,1,0,5,74881,6,104577,5,75009,10,130689,9,18433,196864,6,104577,0-7;11-12;15-16,12,174846,6,4,37758,0-7;10-11;13-14;16-17,8,-1
QsaCC?@?K??@?@_???G?@??C??G,18,17,9,1,1,0,5,76033,7,101761,5,84225,9,126337,9,32769,137984,8,101763,0-1;7-8;10-11;15-16,13,177918,5,4,148734,0-13;8-9;11-12;15-16,8,-1
QsaCC?@?K??@?@??o???@??C??G,18,17,9,1,1,0,4,69889,7,104833,4,69889,9,122241,8,69633,768,8,104835,0-1;7-8;11-12;15-16,12,87806,6,4,42238,0-14;8-9;11-12;16-17,10,0
QsaCC?@?K??@?@??_?G?@??C??G,18,17,8,1,1,0,5,75009,7,104833,5,76033,10,130433,9,36865,131840,8,104835,0-1;7-8;11-12;15-16,12,87806,6,4,149758,0-10;8-9;12-13;15-16,8,-1
QsaCC?@?G?o??@??_?G?@??C??G,18,17,8,1,1,0,4,74241,7,105217,4,74241,10,129921,8,74241,0,8,105219,0-1;8-9;11-12;15-16,12,174846,6,4,38142,0-11;8-9;13-14;16-17,10,0
QsaCC?@?G?_@_???_?G?@??C??G,18,17,8,1,1,0,5,74881,6,103937,5,75009,10,128897,9,16897,198656,6,103937,0-12;9-10;15-16,12,88830,6,4,39294,0-7;9-10;13-14;16-17,8,-1
QsaCC?@?G?_@?@??_?G?@??C??G,18,17,7,1,1,0,5,74881,7,104833,5,75009,11,130945,9,37377,131072,8,104835,0-1;7-8;11-12;15-16,12,174846,6,4,149886,0-7;9-10;12-13;15-16,8,-1
QsaC?E??K??@_???o???@_????G,18,17,11,1,1,0,7,87361,7,87361,7,174721,7,87361,8,1,174720,12,131009,0-16;6-7;8-9;10-11;12-13;14-15,11,87422,7,6,190,0-6;8-9;10-11;12-13;14-15;16-17,4,-1
QsaC?E??K??@_???o???@??C??G,18,17,10,1,1,0,6,70977,7,103745,6,76417,8,120129,8,65537,10880,10,106433,0-12;6-7;8-9;10-11;15-16,11,87422,7,5,147646,0-6;8-9;10-11;12-13;15-16,6,-1
QsaC?E??K??@_???_?K????C??G,18,17,10,1,1,0,6,75073,8,111937,6,76417,8,111937,9,1,223872,10,112577,0-10;6-7;8-9;12-13;15-16,12,185726,6,5,37054,0-6;8-9;10-11;13-14;16-17,6,-1
QsaC?E??K??@_???_?G?@??C??G,18,17,9,1,1,0,6,75073,7,103745,6,76417,9,128321,9,16385,199296,10,106433,0-12;6-7;8-9;10-11;15-16,11,87422,7,5,37054,0-6;8-9;10-11;13-14;16-17,6,-1
QsaC?E??K??@?@_???G?@??C??G,18,17,9,1,1,0,6,76097,7,101697,6,84609,9,126273,9,32769,137856,8,101825,0-8;6-7;10-11;15-16,12,177534,6,5,9406,0-6;8-9;11-12;14-15;16-17,6,-1
QsaC?E??K??@?@??o???@??C??G,18,17,9,1,1,0,5,69953,7,104769,5,70273,9,122177,8,69633,640,8,104897,0-8;6-7;11-12;15-16,11,87422,7,4,156862,0-6;8-9;11-12;15-16,8,-1
QsaC?E??K??@?@??_?G?@??C??G,18,17,8,1,1,0,6,75073,7,104769,6,76417,10,130369,9,36865,131712,8,104897,0-8;6-7;11-12;15-16,11,87422,7,5,9406,0-6;8-9;11-12;14-15;16-17,6,-1
QsaC?E??G?o??@??o???@??C??G,18,17,9,1,1,0,5,70209,8,105281,5,70273,9,121665,9,65537,13952,8,105281,0-6;8-9;11-12;15-16,12,93566,6,4,149950,0-6;9-10;12-13;15-16,8,-1
QsaC?E??G?o??@??_?G?@??C??G,18,17,8,1,1,0,5,74305,8,105281,5,74369,10,129857,9,73729,1664,8,105281,0-6;8-9;11-12;15-16,12,175486,6,4,149950,0-6;9-10;12-13;15-16,8,-1
QsaC?E??G?_@_???_?G?@??C??G,18,17,8,1,1,0,5,74817,7,104001,5,74881,10,128833,9,17409,196736,8,104129,0-12;6-7;9-10;15-16,11,87422,7,4,39358,0-6;9-10;13-14;16-17,8,-1
QsaC?E??G?_@?@_???G?@??C??G,18,17,8,1,1,0,6,76097,6,101441,6,84609,10,126785,9,33793,135296,6,101441,0-6;10-11;15-16,12,177534,6,5,8638,0-6;9-10;11-12;14-15;16-17,6,-1
QsaC?E??G?_@?@??_?G?@??C??G,18,17,7,1,1,0,5,74817,7,104769,5,74881,11,130881,9,74753,128,8,104897,0-8;6-7;11-12;15-16,11,87422,7,4,149950,0-6;9-10;12-13;15-16,8,-1
QsaC?C@_??_@_???_?K????C??G,18,17,9,1,1,0,5,74881,9,112321,5,74881,9,112321,10,1,224640,10,112323,0-1;6-7;9-10;12-13;15-16,13,187262,5,5,4734,0-15;7-8;10-11;13-14;16-17,8,0
QsaC?C@_??_@_???_?G?@??C??G,18,17,8,1,1,0,5,74881,8,104129,5,74881,10,128705,10,16385,200064,8,104129,0-12;6-7;9-10;15-16,12,88958,6,5,8830,0-12;7-8;10-11;14-15;16-17,8,0
QsaC?C@_??_@?@_???G?@??C??G,18,17,8,1,1,0,5,75905,7,101569,5,84097,10,126657,9,34817,131456,8,101571,0-1;6-7;10-11;15-16,12,174974,6,4,152190,0-13;7-8;10-11;15-16,8,-1
QsaC?C@_??_@?@??_?G?@??C??G,18,17,7,1,1,0,5,74881,7,104641,5,74881,11,130753,10,18433,196992,8,104643,0-1;6-7;11-12;15-16,12,174974,6,5,9342,0-9;7-8;11-12;14-15;16-17,8,0
QsaC?C@?K??@?@??o???@??C??G,18,17,8,1,1,0,4,69889,8,104835,4,69889,10,122305,8,69889,0,8,104835,0-1;7-8;11-12;15-16,11,87422,7,4,42622,0-14;7-8;11-12;16-17,10,0
QsaC?C@?K??@?@??_?G?@??C??G,18,17,7,1,1,0,5,75009,8,104835,5,76033,11,130497,9,37121,131072,8,104835,0-1;7-8;11-12;15-16,11,87422,7,4,150142,0-10;7-8;12-13;15-16,8,-1
QsaC?C@?G?o??@??_?G?@??C??G,18,17,7,1,1,0,5,74305,7,105217,5,74369,11,129985,9,73985,1024,8,105219,0-1;8-9;11-12;15-16,12,175486,6,4,150718,0-6;8-9;12-13;15-16,8,-1
QsaC?C@?G?_@_???_?G?@??C??G,18,17,7,1,1,0,5,74881,7,104001,5,74881,11,128961,10,16641,199680,8,104129,0-12;6-7;9-10;15-16,11,87422,7,5,8830,0-12;7-8;10-11;14-15;16-17,8,0
QsaC?C@?G?_@?@??_?G?@??C??G,18,17,6,1,1,0,5,74881,8,104835,5,74881,12,131009,10,18689,196608,8,104835,0-1;7-8;11-12;15-16,11,87422,7,5,9406,0-6;8-9;11-12;14-15;16-17,8,0
Qsa?K?@_??o??@_???K????C??G,18,17,10,1,1,0,7,76449,8,109217,7,87361,8,109217,9,1,218432,12,114657,0-13;5-6;7-8;9-10;11-12;15-16,11,174782,7,6,32862,0-5;7-8;9-10;11-12;13-14;16-17,4,-1
Qsa?K?@_??o??@_???G?@??C??G,18,17,9,1,1,0,7,76449,7,101025,7,87361,9,125601,9,32769,136512,10,102369,0-11;5-6;7-8;9-10;15-16,11,174782,7,6,8286,0-5;7-8;9-10;11-12;14-15;16-17,4,-1
Qsa?K?@_??o??@??o???@??C??G,18,17,9,1,1,0,6,70305,8,105121,6,70977,9,121505,9,65537,13632,10,105441,0-9;5-6;7-8;11-12;15-16,11,92862,7,5,149598,0-5;7-8;9-10;12-13;15-16,6,-1
Qsa?K?@_??o??@??_?G?@??C??G,18,17,8,1,1,0,6,74401,8,105121,6,75073,10,129697,9,73729,1344,10,105441,0-9;5-6;7-8;11-12;15-16,11,174782,7,5,149598,0-5;7-8;9-10;12-13;15-16,6,-1
Qsa?K?@_??_@_???_?K????C??G,18,17,9,1,1,0,6,74913,9,112289,6,75073,9,112289,10,1,224576,10,112353,0-7;5-6;9-10;12-13;15-16,12,187070,6,5,37470,0-5;7-8;10-11;13-14;16-17,6,-1
Qsa?K?@_??_@_???_?G?@??C??G,18,17,8,1,1,0,6,74913,8,104097,6,75073,10,128673,10,16385,200000,10,104417,0-12;5-6;7-8;9-10;15-16,11,88766,7,5,37470,0-5;7-8;10-11;13-14;16-17,6,-1
Qsa?K?@_??_@?@_???G?@??C??G,18,17,8,1,1,0,6,75937,7,101537,6,84289,10,126625,9,34817,131392,8,101601,0-7;5-6;10-11;15-16,11,174782,7,5,12894,0-5;7-8;10-11;14-15;16-17,6,-1
Qsa?K?@_??_@?@??_?G?@??C??G,18,17,7,1,1,0,6,74913,7,104609,6,75073,11,130721,10,18433,196928,8,104673,0-7;5-6;11-12;15-16,11,174782,7,5,37470,0-5;7-8;10-11;13-14;16-17,6,-1
Qsa?K?@?K??@?@_???G?@??C??G,18,17,8,1,1,0,6,76065,8,101793,6,84289,10,126369,10,32769,138048,8,101793,0-5;7-8;10-11;15-16,12,177854,6,5,9438,0-5;8-9;11-12;14-15;16-17,6,-1
Qsa?K?@?K??@?@??o???@??C??G,18,17,8,1,1,0,5,69921,8,104865,5,69953,10,122273,9,69633,832,8,104865,0-5;7-8;11-12;15-16,11,87742,7,4,156894,0-5;8-9;11-12;15-16,8,-1
Qsa?K?@?K??@?@??_?G?@??C??G,18,17,7,1,1,0,6,75041,8,104865,6,76097,11,130465,10,36865,131904,8,104865,0-5;7-8;11-12;15-16,11,87742,7,5,9438,0-5;8-9;11-12;14-15;16-17,6,-1
Qsa?K?@?G?o??@??_?G?@??C??G,18,17,7,1,1,0,5,74273,8,105249,5,74305,11,129953,9,74241,64,8,105249,0-5;8-9;11-12;15-16,11,174782,7,4,150750,0-5;8-9;12-13;15-16,8,-1
Qsa?K?@?G?_@_???_?G?@??C??G,18,17,7,1,1,0,6,74913,7,103969,6,75073,11,128929,10,16897,198720,8,104033,0-12;5-6;9-10;15-16,11,88766,7,5,37086,0-5;8-9;10-11;13-14;16-17,6,-1
Qsa?K?@?G?_@?@??_?G?@??C??G,18,17,6,1,1,0,6,74913,8,104865,6,75073,12,130977,10,37377,131136,8,104865,0-5;7-8;11-12;15-16,11,174782,7,5,9438,0-5;8-9;11-12;14-15;16-17,6,-1
Qsa?GE??G?o??@??o???@??C??G,18,17,8,1,1,0,5,70209,9,105313,5,70209,10,121697,10,65537,14016,10,105315,0-1;5-6;8-9;11-12;15-16,12,93630,6,5,35134,0-14;6-7;9-10;12-13;16-17,8,0
Qsa?GE??G?o??@??_?G?@??C??G,18,17,7,1,1,0,5,74305,9,105313,5,74305,11,129889,10,73729,1728,10,105315,0-1;5-6;8-9;11-12;15-16,12,175550,6,5,37182,0-11;6-7;9-10;13-14;16-17,8,0
Qsa?GE??G?_@_???_?G?@??C??G,18,17,7,1,1,0,5,74817,8,104033,5,74817,11,128865,10,17409,196800,8,104033,0-12;5-6;9-10;15-16,11,87486,7,5,10558,0-12;6-7;9-10;14-15;16-17,8,0
Qsa?GE??G?_@?@_???G?@??C??G,18,17,7,1,1,0,6,76097,7,101473,6,84545,11,126817,10,33793,135360,8,101475,0-1;5-6;10-11;15-16,12,177598,6,5,12862,0-8;6-7;10-11;14-15;16-17,6,-1
Qsa?GE??G?_@?@??_?G?@??C??G,18,17,6,1,1,0,5,74817,8,104801,5,74817,12,130913,10,74753,192,8,104801,0-8;5-6;11-12;15-16,11,87486,7,5,37438,0-8;6-7;10-11;13-14;16-17,8,0
Qsa?GC@_??_@?@_???G?@??C??G,18,17,7,1,1,0,5,75905,8,101571,5,84097,11,126689,9,34945,131072,8,101571,0-1;6-7;10-11;15-16,11,174782,7,4,152382,0-13;6-7;10-11;15-16,8,-1
Qsa?GC@_??_@?@??_?G?@??C??G,18,17,6,1,1,0,5,74881,8,104643,5,74881,12,130785,10,18561,196608,8,104643,0-1;6-7;11-12;15-16,11,174782,7,5,9534,0-9;6-7;11-12;14-15;16-17,8,0
Qsa?GC@?K??@?@??_?G?@??C??G,18,17,6,1,1,0,6,75041,8,104835,6,76097,12,130529,10,36993,131584,8,104835,0-1;7-8;11-12;15-16,11,87742,7,5,9822,0-5;7-8;11-12;14-15;16-17,6,-1
Qsa?GC@?G?o??@??_?G?@??C??G,18,17,6,1,1,0,5,74305,8,105249,5,74305,12,130017,10,73857,1536,8,105249,0-5;8-9;11-12;15-16,11,174782,7,5,37182,0-11;6-7;9-10;13-14;16-17,8,0
Qsa?GC@?G?_@?@??_?G?@??C??G,18,17,5,1,1,0,5,74881,8,104835,5,74881,13,131041,10,74881,0,8,104835,0-1;7-8;11-12;15-16,11,174782,7,5,37470,0-5;7-8;10-11;13-14;16-17,8,0
Qs_K?E??K??@_???o???@_????G,18,17,10,1,1,0,8,87377,8,87377,8,174753,8,87377,9,1,174752,14,131057,0-16;4-5;6-7;8-9;10-11;12-13;14-15,10,87390,8,7,46,0-4;6-7;8-9;10-11;12-13;14-15;16-17,2,-1
Qs_K?E??K??@_???o???@??C??G,18,17,9,1,1,0,7,70993,8,103761,7,76449,9,120145,9,65537,10912,12,106481,0-12;4-5;6-7;8-9;10-11;15-16,10,87390,8,6,147502,0-4;6-7;8-9;10-11;12-13;15-16,4,-1
Qs_K?E??K??@_???_?K????C??G,18,17,9,1,1,0,7,75089,9,111953,7,76449,9,111953,10,1,223904,12,112625,0-10;4-5;6-7;8-9;12-13;15-16,11,185694,7,6,36910,0-4;6-7;8-9;10-11;13-14;16-17,4,-1
Qs_K?E??K??@_???_?G?@??C??G,18,17,8,1,1,0,7,75089,8,103761,7,76449,10,128337,10,16385,199328,12,106481,0-12;4-5;6-7;8-9;10-11;15-16,10,87390,8,6,36910,0-4;6-7;8-9;10-11;13-14;16-17,4,-1
Qs_K?E??K??@?@_???G?@??C??G,18,17,8,1,1,0,7,76113,8,101713,7,84641,10,126289,10,32769,137888,10,101873,0-8;4-5;6-7;10-11;15-16,11,177502,7,6,9262,0-4;6-7;8-9;11-12;14-15;16-17,4,-1
Qs_K?E??K??@?@??o???@??C??G,18,17,8,1,1,0,6,69969,8,104785,6,70305,10,122193,9,69633,672,10,104945,0-8;4-5;6-7;11-12;15-16,10,87390,8,5,156718,0-4;6-7;8-9;11-12;15-16,6,-1
Qs_K?E??K??@?@??_?G?@??C??G,18,17,7,1,1,0,7,75089,8,104785,7,76449,11,130385,10,36865,131744,10,104945,0-8;4-5;6-7;11-12;15-16,10,87390,8,6,9262,0-4;6-7;8-9;11-12;14-15;16-17,4,-1
Qs_K?E??G?o??@??o???@??C??G,18,17,8,1,1,0,6,70225,9,105297,6,70305,10,121681,10,65537,13984,10,105329,0-6;4-5;8-9;11-12;15-16,11,93534,7,5,149806,0-4;6-7;9-10;12-13;15-16,6,-1
Qs_K?E??G?o??@??_?G?@??C??G,18,17,7,1,1,0,6,74321,9,105297,6,74401,11,129873,10,73729,1696,10,105329,0-6;4-5;8-9;11-12;15-16,11,175454,7,5,149806,0-4;6-7;9-10;12-13;15-16,6,-1
Qs_K?E??G?_@_???_?G?@??C??G,18,17,7,1,1,0,6,74833,8,104017,6,74913,11,128849,10,17409,196768,10,104177,0-12;4-5;6-7;9-10;15-16,10,87390,8,5,39214,0-4;6-7;9-10;13-14;16-17,6,-1
Qs_K?E??G?_@?@_???G?@??C??G,18,17,7,1,1,0,7,76113,7,101457,7,84641,11,126801,10,33793,135328,8,101489,0-6;4-5;10-11;15-16,11,177502,7,6,8494,0-4;6-7;9-10;11-12;14-15;16-17,4,-1
Qs_K?E??G?_@?@??_?G?@??C??G,18,17,6,1,1,0,6,74833,8,104785,6,74913,12,130897,10,74753,160,10,104945,0-8;4-5;6-7;11-12;15-16,10,87390,8,5,149806,0-4;6-7;9-10;12-13;15-16,6,-1
Qs_K?C@_??_@_???_?K????C??G,18,17,8,1,1,0,6,74897,10,112337,6,74913,10,112337,11,1,224672,10,112337,0-4;6-7;9-10;12-13;15-16,12,187230,6,5,37486,0-4;7-8;10-11;13-14;16-17,6,-1
Qs_K?C@_??_@_???_?G?@??C??G,18,17,7,1,1,0,6,74897,9,104145,6,74913,11,128721,11,16385,200096,10,104177,0-12;4-5;6-7;9-10;15-16,11,88926,7,5,37486,0-4;7-8;10-11;13-14;16-17,6,-1
Qs_K?C@_??_@?@_???G?@??C??G,18,17,7,1,1,0,6,75921,8,101585,6,84129,11,126673,10,34817,131488,8,101585,0-4;6-7;10-11;15-16,11,174942,7,5,12910,0-4;7-8;10-11;14-15;16-17,6,-1
Qs_K?C@_??_@?@??_?G?@??C??G,18,17,6,1,1,0,6,74897,8,104657,6,74913,12,130769,11,18433,197024,8,104657,0-4;6-7;11-12;15-16,11,174942,7,5,37486,0-4;7-8;10-11;13-14;16-17,6,-1
Qs_K?C@?K??@?@??o???@??C??G,18,17,7,1,1,0,5,69905,8,104849,5,69921,11,122321,9,69889,32,8,104849,0-4;7-8;11-12;15-16,10,87390,8,4,157294,0-4;7-8;11-12;15-16,8,-1
Qs_K?C@?K??@?@??_?G?@??C??G,18,17,6,1,1,0,6,75025,8,104849,6,76065,12,130513,10,37121,131104,8,104849,0-4;7-8;11-12;15-16,10,87390,8,5,9838,0-4;7-8;11-12;14-15;16-17,6,-1
Qs_K?C@?G?o??@??_?G?@??C??G,18,17,6,1,1,0,6,74321,8,105233,6,74401,12,130001,10,73985,1056,8,105233,0-4;8-9;11-12;15-16,11,175454,7,5,149614,0-4;7-8;9-10;12-13;15-16,6,-1
Qs_K?C@?G?_@_???_?G?@??C??G,18,17,6,1,1,0,6,74897,8,104017,6,74913,12,128977,11,16641,199712,10,104177,0-12;4-5;6-7;9-10;15-16,10,87390,8,5,37486,0-4;7-8;10-11;13-14;16-17,6,-1
Qs_K?C@?G?_@?@??_?G?@??C??G,18,17,5,1,1,0,6,74897,8,104849,6,74913,13,131025,11,18689,196640,8,104849,0-4;7-8;11-12;15-16,10,87390,8,5,37486,0-4;7-8;10-11;13-14;16-17,6,-1
Qs_GK?@?K??@?@_???G?@??C??G,18,17,7,1,1,0,6,76065,9,101809,6,84257,11,126385,11,32769,138080,10,101811,0-1;4-5;7-8;10-11;15-16,12,177886,6,5,148638,0-13;5-6;8-9;11-12;15-16,6,-1
Qs_GK?@?K??@?@??o???@??C??G,18,17,7,1,1,0,5,69921,9,104881,5,69921,11,122289,10,69633,864,10,104883,0-1;4-5;7-8;11-12;15-16,11,87774,7,5,42142,0-14;5-6;8-9;11-12;16-17,8,0
Qs_GK?@?K??@?@??_?G?@??C??G,18,17,6,1,1,0,6,75041,9,104881,6,76065,12,130481,11,36865,131936,10,104883,0-1;4-5;7-8;11-12;15-16,11,87774,7,5,149662,0-10;5-6;8-9;12-13;15-16,6,-1
Qs_GK?@?G?o??@??_?G?@??C??G,18,17,6,1,1,0,5,74273,9,105265,5,74273,12,129969,10,74241,96,10,105267,0-1;4-5;8-9;11-12;15-16,11,174814,7,5,38046,0-11;5-6;8-9;13-14;16-17,8,0
Qs_GK?@?G?_@_???_?G?@??C??G,18,17,6,1,1,0,6,74913,8,103985,6,75041,12,128945,11,16897,198752,8,103985,0-12;4-5;9-10;15-16,11,88798,7,5,39198,0-7;5-6;9-10;13-14;16-17,6,-1
Qs_GK?@?G?_@?@??_?G?@??C??G,18,17,5,1,1,0,6,74913,9,104881,6,75041,13,130993,11,37377,131168,10,104883,0-1;4-5;7-8;11-12;15-16,11,174814,7,5,149790,0-7;5-6;9-10;12-13;15-16,6,-1
Qs_GGE??G?_@_???_?G?@??C??G,18,17,6,1,1,0,5,74817,8,104033,5,74817,12,128881,10,17473,196608,8,104033,0-12;5-6;9-10;15-16,10,87390,8,5,10654,0-12;5-6;9-10;14-15;16-17,8,0
Qs_GGE??G?_@?@_???G?@??C??G,18,17,6,1,1,0,6,76097,8,101475,6,84545,12,126833,10,33857,135168,8,101475,0-1;5-6;10-11;15-16,11,177502,7,5,12958,0-8;5-6;10-11;14-15;16-17,6,-1
Qs_GGE??G?_@?@??_?G?@??C??G,18,17,5,1,1,0,5,74817,8,104801,5,74817,13,130929,10,74817,0,8,104801,0-8;5-6;11-12;15-16,10,87390,8,5,37534,0-8;5-6;10-11;13-14;16-17,8,0
